player,start_rank,start_points,difference,finish_rank,finish_points
Sanjay Meghani,0,0,,382,"1,182"
Paul Fung,0,0,,383,"1,178"
Juan Rosales,0,0,,384,"1,173"
Carl Stringer,0,0,,387,"1,146"
Paul McCullough,0,0,,394,"1,054"
Mark Weston,0,0,,405,972
Lee Johnson,0,0,,406,966
Gary Clarke,0,0,,408,952
Eddie Glass,0,0,,410,935
Paul Reeve,0,0,,412,922
Eden Butterworth,0,0,,414,902
Neville Atkins,0,0,,417,887
Ian Glover,0,0,,421,864
Shaun Wilkes,0,0,,423,851
John Wilson,0,0,,427,816
Grant Conquest,0,0,,429,751
David Manley,0,0,,431,703
Marcus Lord,0,0,,432,693
John Daniels,0,0,,433,685
Stephen Tierney,0,0,,436,658
Paul Burrell,0,0,,438,644
Guo Hua,0,0,,444,592
Steven Gibbs,0,0,,450,547
Johannes B Johannesson,0,0,,446,567
Zulfigar Cheema,0,0,,449,556
Anthony Massey,0,0,,452,530
Stephen Pieroni,0,0,,454,528
Brian Casson,0,0,,459,436
Mark Congram,0,0,,462,427
Kristjan Helgason,0,0,,453,529
Joe Patterson,0,0,,468,393
Paul Stockwell,0,0,,473,358
Daniel Findlay,0,0,,482,248
Johannes R Johannesson - Not active,0,0,,487,230
Mark Taylor - Not active,0,0,,494,164
Paul Hunter,0,0,,78,"6,885"
