Tournament,Type,Winner,url,season,tourn_id,prize_fund
1969 Pot Black,Invitational,Ray Reardon,https://cuetracker.net/tournaments/pot-black/1969/917,1968,917,"GBP 1,000"
1970 Pot Black,Invitational,John Spencer,https://cuetracker.net/tournaments/pot-black/1970/915,1969,915,GBP 0
1971 Park Drive 600,Invitational,Ray Reardon,https://cuetracker.net/tournaments/park-drive-600/1971/2082,1970,2082,GBP 0
1971 Park Drive 2000 - Spring,League,John Spencer,https://cuetracker.net/tournaments/park-drive-2000-spring/1971/913,1970,913,"GBP 2,000"
1971 Pot Black,Invitational,John Spencer,https://cuetracker.net/tournaments/pot-black/1971/912,1970,912,GBP 0
1972 Park Drive 2000 - Spring,League,John Spencer,https://cuetracker.net/tournaments/park-drive-2000-spring/1972/908,1971,908,"GBP 2,000"
1972 Men of the Midlands,League,Alex Higgins,https://cuetracker.net/tournaments/men-of-the-midlands/1972/910,1971,910,GBP 825
1972 Pot Black,Invitational,NA,https://cuetracker.net/tournaments/pot-black/1972/907,1971,907,GBP 0
1971 Park Drive 2000 - Autumn,League,Ray Reardon,https://cuetracker.net/tournaments/park-drive-2000-autumn/1971/909,1971,909,"GBP 2,000"
1973 Park Drive 1000,Invitational,John Spencer,https://cuetracker.net/tournaments/park-drive-1000/1973/2081,1972,2081,GBP 782
1973 Men of the Midlands,League,Alex Higgins,https://cuetracker.net/tournaments/men-of-the-midlands/1973/905,1972,905,"GBP 1,500"
1973 Pot Black,Invitational,Eddie Charlton,https://cuetracker.net/tournaments/pot-black/1973/901,1972,901,"GBP 1,000"
1972 Park Drive 2000 - Autumn,League,John Spencer,https://cuetracker.net/tournaments/park-drive-2000-autumn/1972/904,1972,904,"GBP 2,000"
1974 World Championship,Ranking,Ray Reardon,https://cuetracker.net/tournaments/world-championship/1974/897,1973,897,"GBP 9,800"
1974 Pot Black,Invitational,Graham Miles,https://cuetracker.net/tournaments/pot-black/1974/898,1973,898,"GBP 1,000"
1973 Norwich Union Open,Invitational,John Spencer,https://cuetracker.net/tournaments/norwich-union-open/1973/903,1973,903,"GBP 3,500"
1975 World Championship,Ranking,Ray Reardon,https://cuetracker.net/tournaments/world-championship/1975/890,1974,890,"GBP 18,600"
1975 Masters,Invitational,John Spencer,https://cuetracker.net/tournaments/masters/1975/894,1974,894,"GBP 4,800"
1975 Pot Black,Invitational,NA,https://cuetracker.net/tournaments/pot-black/1975/893,1974,893,GBP 0
1974 Norwich Union Open,Invitational,John Spencer,https://cuetracker.net/tournaments/norwich-union-open/1974/902,1974,902,"GBP 4,750"
1976 World Championship,Ranking,Ray Reardon,https://cuetracker.net/tournaments/world-championship/1976/885,1975,885,"GBP 15,000"
1976 Masters,Invitational,Ray Reardon,https://cuetracker.net/tournaments/masters/1976/889,1975,889,"GBP 5,200"
1976 Pot Black,Invitational,John Spencer,https://cuetracker.net/tournaments/pot-black/1976/887,1975,887,GBP 0
1977 World Championship,Ranking,John Spencer,https://cuetracker.net/tournaments/world-championship/1977/878,1976,878,"GBP 16,875"
1977 Masters,Invitational,Doug Mountjoy,https://cuetracker.net/tournaments/masters/1977/881,1976,881,"GBP 5,000"
1977 Pot Black,Invitational,Perrie Mans,https://cuetracker.net/tournaments/pot-black/1977/880,1976,880,GBP 0
1978 Golden Masters,Invitational,Doug Mountjoy,https://cuetracker.net/tournaments/golden-masters/1978/858,1977,858,"GBP 2,000"
1978 Pot Black,Invitational,Doug Mountjoy,https://cuetracker.net/tournaments/pot-black/1978/872,1977,872,GBP 0
1978 World Championship,Ranking,Ray Reardon,https://cuetracker.net/tournaments/world-championship/1978/864,1977,864,"GBP 24,000"
1978 Irish Masters,Invitational,John Spencer,https://cuetracker.net/tournaments/irish-masters/1978/877,1977,877,"GBP 1,700"
1978 Masters,Invitational,Alex Higgins,https://cuetracker.net/tournaments/masters/1978/866,1977,866,"GBP 8,000"
1977 Dry Blackthorn Cup,Invitational,Patsy Fagan,https://cuetracker.net/tournaments/dry-blackthorn-cup/1977/870,1977,870,"GBP 4,000"
1979 Golden Masters,Invitational,Ray Reardon,https://cuetracker.net/tournaments/golden-masters/1979/860,1978,860,"GBP 1,250"
1979 World Championship,Ranking,Terry Griffiths,https://cuetracker.net/tournaments/world-championship/1979/849,1978,849,"GBP 35,500"
1979 Tolly Cobbold Classic,Invitational,Alex Higgins,https://cuetracker.net/tournaments/tolly-cobbold-classic/1979/861,1978,861,"GBP 1,000"
1979 Bombay International,Invitational,John Spencer,https://cuetracker.net/tournaments/bombay-international/1979/852,1978,852,"GBP 5,400"
1979 Irish Masters,Invitational,Doug Mountjoy,https://cuetracker.net/tournaments/irish-masters/1979/850,1978,850,"GBP 5,800"
1979 Masters,Invitational,Perrie Mans,https://cuetracker.net/tournaments/masters/1979/851,1978,851,"GBP 6,000"
1978 Pot Black,Invitational,Ray Reardon,https://cuetracker.net/tournaments/pot-black/1978/859,1978,859,GBP 0
1978 Champion of Champions,Invitational,Ray Reardon,https://cuetracker.net/tournaments/champion-of-champions/1978/855,1978,855,"GBP 4,000"
1979 Forward Chemicals Tournament,League,Ray Reardon,https://cuetracker.net/tournaments/forward-chemicals-tournament/1979/865,1978,865,"GBP 9,000"
1980 World Championship,Ranking,Cliff Thorburn,https://cuetracker.net/tournaments/world-championship/1980/815,1979,815,"GBP 52,000"
1980 Irish Masters,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/irish-masters/1980/816,1979,816,"GBP 7,800"
1980 Masters,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/masters/1980/817,1979,817,"GBP 7,000"
1980 Tolly Cobbold Classic,Invitational,Alex Higgins,https://cuetracker.net/tournaments/tolly-cobbold-classic/1980/839,1979,839,"GBP 3,419"
1980 Welsh Professional Championship,Invitational,Doug Mountjoy,https://cuetracker.net/tournaments/welsh-professional-championship/1980/827,1979,827,"GBP 5,000"
1980 Classic,Invitational,John Spencer,https://cuetracker.net/tournaments/classic/1980/848,1979,848,"GBP 8,900"
1980 Pot Black,Invitational,Eddie Charlton,https://cuetracker.net/tournaments/pot-black/1980/829,1979,829,GBP 0
1979 Bombay International,Invitational,John Virgo,https://cuetracker.net/tournaments/bombay-international/1979/818,1979,818,"GBP 5,700"
1979 Kronenbrau 1308 Classic,Invitational,Eddie Charlton,https://cuetracker.net/tournaments/kronenbrau-1308-classic/1979/842,1979,842,"GBP 1,373"
1981 World Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/world-championship/1981/797,1980,797,"GBP 73,800"
1981 Irish Masters,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/irish-masters/1981/799,1980,799,"GBP 15,300"
1981 Tolly Cobbold Classic,Invitational,Graham Miles,https://cuetracker.net/tournaments/tolly-cobbold-classic/1981/811,1980,811,"GBP 5,400"
1981 Masters,Invitational,Alex Higgins,https://cuetracker.net/tournaments/masters/1981/800,1980,800,"GBP 20,000"
1981 Pot Black,Invitational,Cliff Thorburn,https://cuetracker.net/tournaments/pot-black/1981/803,1980,803,GBP 0
1980 Classic,Invitational,Steve Davis,https://cuetracker.net/tournaments/classic/1980/807,1980,807,"GBP 13,000"
1980 Champion of Champions,Invitational,Doug Mountjoy,https://cuetracker.net/tournaments/champion-of-champions/1980/801,1980,801,"GBP 8,000"
1982 Bass and Golden Leisure Classic,Invitational,Rex Williams,https://cuetracker.net/tournaments/bass-and-golden-leisure-classic/1982/783,1981,783,"GBP 1,380"
1982 World Championship,Ranking,Alex Higgins,https://cuetracker.net/tournaments/world-championship/1982/772,1981,772,"GBP 110,000"
1982 Highland Masters,Invitational,Ray Reardon,https://cuetracker.net/tournaments/highland-masters/1982/782,1981,782,"GBP 10,000"
1982 Irish Masters,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/irish-masters/1982/776,1981,776,"GBP 20,413"
1982 Tolly Cobbold Classic,Invitational,Steve Davis,https://cuetracker.net/tournaments/tolly-cobbold-classic/1982/794,1981,794,"GBP 8,500"
1982 Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/masters/1982/778,1981,778,"GBP 27,000"
1982 Classic,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/classic/1982/785,1981,785,"GBP 15,000"
1982 Pot Black,Invitational,Steve Davis,https://cuetracker.net/tournaments/pot-black/1982/789,1981,789,"GBP 18,000"
1981 Northern Ireland Classic,Invitational,Jimmy White,https://cuetracker.net/tournaments/northern-ireland-classic/1981/787,1981,787,"GBP 19,500"
1981 Scottish Masters,Invitational,Jimmy White,https://cuetracker.net/tournaments/scottish-masters/1981/786,1981,786,"GBP 20,000"
1981 Australian Masters,Invitational,Tony Meo,https://cuetracker.net/tournaments/australian-masters/1981/812,1981,812,"GBP 11,141"
1983 World Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/world-championship/1983/746,1982,746,"GBP 144,700"
1983 Irish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/irish-masters/1983/751,1982,751,"GBP 30,260"
1983 Tolly Cobbold Classic,Invitational,Steve Davis,https://cuetracker.net/tournaments/tolly-cobbold-classic/1983/764,1982,764,"GBP 15,000"
1983 Masters,Invitational,Cliff Thorburn,https://cuetracker.net/tournaments/masters/1983/752,1982,752,"GBP 55,000"
1983 Classic,Invitational,Steve Davis,https://cuetracker.net/tournaments/classic/1983/755,1982,755,"GBP 64,000"
1983 Pot Black,Invitational,Steve Davis,https://cuetracker.net/tournaments/pot-black/1983/761,1982,761,"GBP 16,000"
1982 Professional Players Tournament,Ranking,Ray Reardon,https://cuetracker.net/tournaments/professional-players-tournament/1982/762,1982,762,"GBP 31,500"
1982 International Open,Ranking,Tony Knowles,https://cuetracker.net/tournaments/international-open/1982/754,1982,754,"GBP 73,500"
1982 Scottish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/scottish-masters/1982/759,1982,759,"GBP 23,000"
1982 Australian Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/australian-masters/1982/795,1982,795,"GBP 18,568"
1984 World Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/world-championship/1984/728,1983,728,"GBP 199,000"
1984 Irish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/irish-masters/1984/729,1983,729,"GBP 36,398"
1984 Tolly Cobbold Classic,Invitational,Steve Davis,https://cuetracker.net/tournaments/tolly-cobbold-classic/1984/730,1983,730,"GBP 20,500"
1984 Masters,Invitational,Jimmy White,https://cuetracker.net/tournaments/masters/1984/731,1983,731,"GBP 126,500"
1984 Classic,Ranking,Steve Davis,https://cuetracker.net/tournaments/classic/1984/733,1983,733,"GBP 82,000"
1984 Pot Black,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/pot-black/1984/723,1983,723,"GBP 40,750"
1984 Professional Snooker League,League,John Virgo,https://cuetracker.net/tournaments/professional-snooker-league/1984/756,1983,756,GBP 0
1983 Professional Players Tournament,Ranking,Tony Knowles,https://cuetracker.net/tournaments/professional-players-tournament/1983/739,1983,739,"GBP 63,600"
1983 International Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/international-open/1983/740,1983,740,"GBP 81,000"
1983 Scottish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/scottish-masters/1983/741,1983,741,"GBP 25,500"
1983 Thailand Masters,Invitational,Tony Meo,https://cuetracker.net/tournaments/thailand-masters/1983/824,1983,824,GBP 0
1983 Hong Kong Masters,Invitational,Doug Mountjoy,https://cuetracker.net/tournaments/hong-kong-masters/1983/777,1983,777,GBP 0
1983 Australian Masters,Invitational,Cliff Thorburn,https://cuetracker.net/tournaments/australian-masters/1983/765,1983,765,"GBP 52,980"
1985 World Championship,Ranking,Dennis Taylor,https://cuetracker.net/tournaments/world-championship/1985/699,1984,699,"GBP 300,600"
1985 Irish Masters,Invitational,Jimmy White,https://cuetracker.net/tournaments/irish-masters/1985/700,1984,700,"GBP 69,025"
1985 British Open,Ranking,Silvino Francisco,https://cuetracker.net/tournaments/british-open/1985/702,1984,702,"GBP 249,000"
1985 Masters,Invitational,Cliff Thorburn,https://cuetracker.net/tournaments/masters/1985/705,1984,705,"GBP 150,002"
1985 Classic,Ranking,Willie Thorne,https://cuetracker.net/tournaments/classic/1985/712,1984,712,"GBP 196,000"
1984 UK Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/uk-championship/1984/719,1984,719,"GBP 101,800"
1984 Grand Prix,Ranking,Dennis Taylor,https://cuetracker.net/tournaments/grand-prix/1984/721,1984,721,"GBP 225,000"
1984 International Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/international-open/1984/724,1984,724,"GBP 147,750"
1984 Scottish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/scottish-masters/1984/725,1984,725,"GBP 28,500"
1984 Carlsberg Challenge,Invitational,Jimmy White,https://cuetracker.net/tournaments/carlsberg-challenge/1984/833,1984,833,"GBP 19,500"
1984 Singapore Masters,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/singapore-masters/1984/736,1984,736,GBP 0
1984 Malaysian Masters,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/malaysian-masters/1984/749,1984,749,GBP 0
1984 Costa Del Sol Classic,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/costa-del-sol-classic/1984/845,1984,845,"GBP 2,850"
1984 Australian Masters,Invitational,Tony Knowles,https://cuetracker.net/tournaments/australian-masters/1984/742,1984,742,"GBP 46,415"
1984 New Zealand Masters,Invitational,Jimmy White,https://cuetracker.net/tournaments/new-zealand-masters/1984/1006,1984,1006,"GBP 19,934"
1986 World Championship,Ranking,Joe Johnson,https://cuetracker.net/tournaments/world-championship/1986/649,1985,649,"GBP 349,982"
1986 Irish Masters,Invitational,Jimmy White,https://cuetracker.net/tournaments/irish-masters/1986/650,1985,650,"GBP 77,583"
1986 British Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/british-open/1986/680,1985,680,"GBP 274,995"
1986 Masters,Invitational,Cliff Thorburn,https://cuetracker.net/tournaments/masters/1986/685,1985,685,"GBP 175,000"
1986 Belgian Classic,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/belgian-classic/1986/695,1985,695,"GBP 40,000"
1986 Classic,Ranking,Jimmy White,https://cuetracker.net/tournaments/classic/1986/687,1985,687,"GBP 224,977"
1985 KitKat Break for World Champions,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/kitkat-break-for-world-champions/1985/701,1985,701,"GBP 30,000"
1985 UK Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/uk-championship/1985/688,1985,688,"GBP 120,008"
1985 Canadian Masters,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/canadian-masters/1985/697,1985,697,"GBP 47,500"
1985 Grand Prix,Ranking,Steve Davis,https://cuetracker.net/tournaments/grand-prix/1985/690,1985,690,"GBP 249,962"
1985 Matchroom Trophy,Ranking,Cliff Thorburn,https://cuetracker.net/tournaments/matchroom-trophy/1985/691,1985,691,"GBP 168,008"
1985 Scottish Masters,Invitational,Cliff Thorburn,https://cuetracker.net/tournaments/scottish-masters/1985/692,1985,692,"GBP 31,000"
1985 Carlsberg Challenge,Invitational,Jimmy White,https://cuetracker.net/tournaments/carlsberg-challenge/1985/834,1985,834,"GBP 28,500"
1985 Hong Kong Masters,Invitational,Terry Griffiths,https://cuetracker.net/tournaments/hong-kong-masters/1985/698,1985,698,GBP 0
1985 Singapore Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/singapore-masters/1985/792,1985,792,GBP 0
1985 Australian Masters,Invitational,Tony Meo,https://cuetracker.net/tournaments/australian-masters/1985/846,1985,846,"GBP 60,000"
1985 Pot Black,Invitational,Doug Mountjoy,https://cuetracker.net/tournaments/pot-black/1985/722,1985,722,GBP 0
1987 World Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/world-championship/1987/629,1986,629,"GBP 400,000"
1987 Irish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/irish-masters/1987/631,1986,631,"GBP 90,000"
1987 Kent Cup,Invitational,Willie Thorne,https://cuetracker.net/tournaments/kent-cup/1987/989,1986,989,"GBP 30,000"
1987 British Open,Ranking,Jimmy White,https://cuetracker.net/tournaments/british-open/1987/633,1986,633,"GBP 300,812"
1987 Masters,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/masters/1987/636,1986,636,"GBP 200,000"
1987 Classic,Ranking,Steve Davis,https://cuetracker.net/tournaments/classic/1987/638,1986,638,"GBP 249,837"
1987 Matchroom League,League,Steve Davis,https://cuetracker.net/tournaments/matchroom-league/1987/630,1986,630,"GBP 74,800"
1986 Pot Black,Invitational,Jimmy White,https://cuetracker.net/tournaments/pot-black/1986/651,1986,651,GBP 0
1986 UK Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/uk-championship/1986/639,1986,639,"GBP 299,980"
1986 Canadian Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/canadian-masters/1986/663,1986,663,"GBP 62,497"
1986 Grand Prix,Ranking,Jimmy White,https://cuetracker.net/tournaments/grand-prix/1986/641,1986,641,"GBP 278,595"
1986 International Open,Ranking,Neal Foulds,https://cuetracker.net/tournaments/international-open/1986/642,1986,642,"GBP 172,732"
1986 Scottish Masters,Invitational,Cliff Thorburn,https://cuetracker.net/tournaments/scottish-masters/1986/643,1986,643,"GBP 40,000"
1986 Matchroom Trophy,Invitational,Willie Thorne,https://cuetracker.net/tournaments/matchroom-trophy/1986/821,1986,821,"GBP 100,000"
1986 Carlsberg Challenge,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/carlsberg-challenge/1986/835,1986,835,"GBP 31,000"
1986 Hong Kong Masters,Invitational,Willie Thorne,https://cuetracker.net/tournaments/hong-kong-masters/1986/674,1986,674,"GBP 86,800"
1986 Malaysian Masters,Invitational,Jimmy White,https://cuetracker.net/tournaments/malaysian-masters/1986/750,1986,750,GBP 0
1986 China Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/china-masters/1986/781,1986,781,GBP 0
1986 Thailand Masters,Invitational,James Wattana,https://cuetracker.net/tournaments/thailand-masters/1986/664,1986,664,GBP 0
1986 Australian Masters,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/australian-masters/1986/1037,1986,1037,"GBP 16,000"
1988 World Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/world-championship/1988/606,1987,606,"GBP 474,003"
1988 Irish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/irish-masters/1988/609,1987,609,"GBP 108,670"
1988 British Open,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/british-open/1988/611,1987,611,"GBP 298,699"
1988 Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/masters/1988/615,1987,615,"GBP 225,000"
1988 Matchroom League,League,Steve Davis,https://cuetracker.net/tournaments/matchroom-league/1988/607,1987,607,"GBP 220,000"
1988 Classic,Ranking,Steve Davis,https://cuetracker.net/tournaments/classic/1988/617,1987,617,"GBP 250,010"
1987 UK Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/uk-championship/1987/618,1987,618,"GBP 354,998"
1987 Canadian Masters,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/canadian-masters/1987/670,1987,670,"GBP 75,000"
1987 Grand Prix,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/grand-prix/1987/619,1987,619,"GBP 300,012"
1987 Matchroom Trophy,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/matchroom-trophy/1987/1043,1987,1043,"GBP 125,000"
1987 International Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/international-open/1987/620,1987,620,"GBP 199,992"
1987 Carling Championships,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/carling-championships/1987/836,1987,836,"GBP 32,650"
1987 Scottish Masters,Invitational,Joe Johnson,https://cuetracker.net/tournaments/scottish-masters/1987/623,1987,623,"GBP 52,000"
1987 Hong Kong Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/hong-kong-masters/1987/669,1987,669,"GBP 75,000"
1987 Tokyo Masters,Invitational,Dennis Taylor,https://cuetracker.net/tournaments/tokyo-masters/1987/668,1987,668,"GBP 100,000"
1987 Australian Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/australian-masters/1987/2064,1987,2064,"GBP 88,883"
1989 World Championship,Ranking,Steve Davis,https://cuetracker.net/tournaments/world-championship/1989/558,1988,558,"GBP 524,805"
1989 Irish Masters,Invitational,Alex Higgins,https://cuetracker.net/tournaments/irish-masters/1989/561,1988,561,"GBP 112,160"
1989 British Open,Ranking,Tony Meo,https://cuetracker.net/tournaments/british-open/1989/562,1988,562,"GBP 346,607"
1989 European Open,Ranking,John Parrott,https://cuetracker.net/tournaments/european-open/1989/588,1988,588,"GBP 197,207"
1989 Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/masters/1989/589,1988,589,"GBP 250,000"
1989 Matchroom League,League,Steve Davis,https://cuetracker.net/tournaments/matchroom-league/1989/559,1988,559,"GBP 215,000"
1989 Classic,Ranking,Doug Mountjoy,https://cuetracker.net/tournaments/classic/1989/591,1988,591,"GBP 274,995"
1988 Norwich Union Grand Prix,Invitational,Steve Davis,https://cuetracker.net/tournaments/norwich-union-grand-prix/1988/659,1988,659,"GBP 105,000"
1988 World Matchplay,Invitational,Steve Davis,https://cuetracker.net/tournaments/world-matchplay/1988/592,1988,592,"GBP 240,000"
1988 UK Championship,Ranking,Doug Mountjoy,https://cuetracker.net/tournaments/uk-championship/1988/593,1988,593,"GBP 398,000"
1988 Canadian Masters,Ranking,Jimmy White,https://cuetracker.net/tournaments/canadian-masters/1988/595,1988,595,"GBP 199,992"
1988 Grand Prix,Ranking,Steve Davis,https://cuetracker.net/tournaments/grand-prix/1988/596,1988,596,"GBP 324,997"
1988 Matchroom Professional Championship,Invitational,Steve Davis,https://cuetracker.net/tournaments/matchroom-professional-championship/1988/767,1988,767,"GBP 130,000"
1988 Fosters Professional,Invitational,Mike Hallett,https://cuetracker.net/tournaments/fosters-professional/1988/775,1988,775,"GBP 34,700"
1988 Dubai Masters,Invitational,Neal Foulds,https://cuetracker.net/tournaments/dubai-masters/1988/601,1988,601,"GBP 73,000"
1989 London Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/london-masters/1989/666,1988,666,"GBP 50,000"
1988 International Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/international-open/1988/599,1988,599,"GBP 224,993"
1988 Hong Kong Masters,Invitational,Jimmy White,https://cuetracker.net/tournaments/hong-kong-masters/1988/675,1988,675,"GBP 75,000"
1990 World Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/world-championship/1990/538,1989,538,"GBP 600,008"
1990 Irish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/irish-masters/1990/542,1989,542,"GBP 150,000"
1990 Kent Cup,Invitational,Marcus Campbell,https://cuetracker.net/tournaments/kent-cup/1990/990,1989,990,"GBP 9,760"
1990 European Open,Ranking,John Parrott,https://cuetracker.net/tournaments/european-open/1990/540,1989,540,"GBP 200,000"
1990 British Open,Ranking,Bob Chaperon,https://cuetracker.net/tournaments/british-open/1990/543,1989,543,"GBP 365,624"
1990 Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/masters/1990/545,1989,545,"GBP 275,000"
1990 Classic,Ranking,Steve James,https://cuetracker.net/tournaments/classic/1990/547,1989,547,"GBP 298,699"
1990 Matchroom International League,League,Tony Meo,https://cuetracker.net/tournaments/matchroom-international-league/1990/539,1989,539,GBP 0
1990 Matchroom League,League,Steve Davis,https://cuetracker.net/tournaments/matchroom-league/1990/541,1989,541,"GBP 220,000"
1989 World Matchplay,Invitational,Jimmy White,https://cuetracker.net/tournaments/world-matchplay/1989/550,1989,550,"GBP 250,000"
1989 UK Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/uk-championship/1989/551,1989,551,"GBP 420,000"
1989 Norwich Union Grand Prix,Invitational,Joe Johnson,https://cuetracker.net/tournaments/norwich-union-grand-prix/1989/657,1989,657,"GBP 40,000"
1989 Dubai Classic,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/dubai-classic/1989/598,1989,598,"GBP 201,000"
1989 Grand Prix,Ranking,Steve Davis,https://cuetracker.net/tournaments/grand-prix/1989/552,1989,552,"GBP 349,998"
1990 London Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/london-masters/1990/656,1989,656,"GBP 75,000"
1989 International Open,Ranking,Steve Davis,https://cuetracker.net/tournaments/international-open/1989/553,1989,553,"GBP 199,992"
1989 Scottish Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/scottish-masters/1989/554,1989,554,"GBP 86,000"
1989 Asian Open,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/asian-open/1989/555,1989,555,"GBP 199,500"
1989 Hong Kong Open,Ranking,Mike Hallett,https://cuetracker.net/tournaments/hong-kong-open/1989/556,1989,556,"GBP 200,000"
1989 New Zealand Masters,Invitational,Willie Thorne,https://cuetracker.net/tournaments/new-zealand-masters/1989/665,1989,665,"GBP 38,080"
1991 European Masters League,League,Steve Davis,https://cuetracker.net/tournaments/european-masters-league/1991/770,1990,770,"GBP 15,000"
1991 World Championship,Ranking,John Parrott,https://cuetracker.net/tournaments/world-championship/1991/510,1990,510,"GBP 748,500"
1991 Irish Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/irish-masters/1991/513,1990,513,"GBP 144,000"
1991 Kent Cup,Invitational,Joe Swail,https://cuetracker.net/tournaments/kent-cup/1991/975,1990,975,"GBP 9,760"
1991 European Open,Ranking,Tony Jones,https://cuetracker.net/tournaments/european-open/1991/516,1990,516,"GBP 196,250"
1991 British Open,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/british-open/1991/514,1990,514,"GBP 400,000"
1991 Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/masters/1991/515,1990,515,"GBP 350,000"
1991 Matchroom League,League,Stephen Hendry,https://cuetracker.net/tournaments/matchroom-league/1991/512,1990,512,"GBP 200,000"
1991 Classic,Ranking,Jimmy White,https://cuetracker.net/tournaments/classic/1991/517,1990,517,"GBP 300,000"
1990 World Matchplay,Invitational,Jimmy White,https://cuetracker.net/tournaments/world-matchplay/1990/519,1990,519,"GBP 200,000"
1990 UK Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/uk-championship/1990/521,1990,521,"GBP 450,000"
1990 Dubai Classic,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/dubai-classic/1990/522,1990,522,"GBP 199,250"
1990 Asian Open,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/asian-open/1990/526,1990,526,"GBP 199,250"
1990 Grand Prix,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/grand-prix/1990/535,1990,535,"GBP 368,000"
1991 London Masters,Invitational,Steve Davis,https://cuetracker.net/tournaments/london-masters/1991/667,1990,667,"GBP 75,000"
1990 Scottish Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/scottish-masters/1990/537,1990,537,"GBP 96,000"
1990 Norwich Union Grand Prix,Invitational,John Parrott,https://cuetracker.net/tournaments/norwich-union-grand-prix/1990/658,1990,658,"GBP 60,000"
1992 World Championship,Ranking,Stephen Hendry,https://cuetracker.net/tournaments/world-championship/1992/487,1991,487,"GBP 946,500"
1992 Irish Masters,Invitational,Stephen Hendry,https://cuetracker.net/tournaments/irish-masters/1992/489,1991,489,"GBP 161,500"
1992 European Open,Ranking,Jimmy White,https://cuetracker.net/tournaments/european-open/1992/490,1991,490,"GBP 145,000"
1992 Strachan Open,Ranking,James Wattana,https://cuetracker.net/tournaments/strachan-open/1992/491,1991,491,"GBP 60,000"
1992 British Open,Ranking,Jimmy White,https://cuetracker.net/tournaments/british-open/1992/492,1991,492,"GBP 442,000"
